Code_Insee,NomCommune,EPCI,Dept,Pop,offres,Densite
01001,L'Abergement-Clémenciat,,Ain,794,,
01002,L'Abergement-de-Varey,CC de la Dombes,Ain,249,,
01004,Ambérieu-en-Bugey,CC de la Plaine de l'Ain,Ain,14428,3,0.000207929
01005,Ambérieux-en-Dombes,CC de la Plaine de l'Ain,Ain,1723,,
01006,Ambléon,CC Dombes Saône Vallée,Ain,117,,
01007,Ambronay,CC Bugey Sud,Ain,2841,,
01008,Ambutrix,CC de la Plaine de l'Ain,Ain,767,,
01009,Andert-et-Condon,CC de la Plaine de l'Ain,Ain,339,,
01010,Anglefort,CC Bugey Sud,Ain,1132,,
01011,Apremont,CC Usses et Rhône,Ain,387,,
01012,Aranc,CA Haut - Bugey Agglomération,Ain,330,,
01013,Arandas,CA Haut - Bugey Agglomération,Ain,148,,
01014,Arbent,CC de la Plaine de l'Ain,Ain,3459,,
01015,Arboys en Bugey,CA Haut - Bugey Agglomération,Ain,661,,
01016,Arbigny,CC Bugey Sud,Ain,468,,
01017,Argis,CC Bresse et Saône,Ain,458,,
01019,Armix,CC de la Plaine de l'Ain,Ain,29,,
01021,Ars-sur-Formans,CC Bugey Sud,Ain,1438,,
01022,Artemare,CC Dombes Saône Vallée,Ain,1255,,
01023,Asnières-sur-Saône,CC Bugey Sud,Ain,66,,
01024,Attignat,CC Bresse et Saône,Ain,3275,,
01025,Bâgé-Dommartin,CA du Bassin de Bourg-en-Bresse,Ain,4200,,
01026,Bâgé-le-Châtel,CC Bresse et Saône,Ain,983,,
01027,Balan,CC Bresse et Saône,Ain,2741,,
01028,Baneins,CC de la Côtière à Montluel,Ain,611,,
01029,Beaupont,CC de la Dombes,Ain,697,,
01030,Beauregard,CA du Bassin de Bourg-en-Bresse,Ain,880,,
01031,Bellignat,CC Dombes Saône Vallée,Ain,3859,1,0.000259134
01032,Béligneux,CA Haut - Bugey Agglomération,Ain,3362,,
01033,Valserhône,CC de la Côtière à Montluel,Ain,16804,,
01034,Belley,CC du Pays Bellegardien (CCPB),Ain,9499,1,0.000105274
01035,Belleydoux,CC Bugey Sud,Ain,322,,
01036,Valromey-sur-Séran,CA Haut - Bugey Agglomération,Ain,1329,,
01037,Bénonces,CC Bugey Sud,Ain,302,,
01038,Bény,CC de la Plaine de l'Ain,Ain,777,,
01039,Béon,CA du Bassin de Bourg-en-Bresse,Ain,462,,
01040,Béréziat,CC Bugey Sud,Ain,501,,
01041,Bettant,CA du Bassin de Bourg-en-Bresse,Ain,769,,
01042,Bey,CC de la Plaine de l'Ain,Ain,293,,
01043,Beynost,CC de la Veyle,Ain,"4,721",,
01044,Billiat,CC de Miribel et du Plateau,Ain,637,,
01045,Birieux,CC du Pays Bellegardien (CCPB),Ain,287,,
01046,Biziat,CC de la Dombes,Ain,885,,
01047,Blyes,CC de la Veyle,Ain,"1,032",,
01049,La Boisse,CC de la Plaine de l'Ain,Ain,"3,267",,
01050,Boissey,CC de la Côtière à Montluel,Ain,342,,
01051,Bolozon,CC Bresse et Saône,Ain,90,,
01052,Bouligneux,CA Haut - Bugey Agglomération,Ain,334,,
01053,Bourg-en-Bresse,CC de la Dombes,Ain,"43,306",8,0.000184732
01054,Bourg-Saint-Christophe,CA du Bassin de Bourg-en-Bresse,Ain,"1,395",,
01056,Boyeux-Saint-Jérôme,CC de la Plaine de l'Ain,Ain,351,,
01057,Boz,CC Rives de l'Ain - Pays du Cerdon,Ain,519,,
01058,Brégnier-Cordon,CC Bresse et Saône,Ain,852,,
01060,Brénod,CC Bugey Sud,Ain,530,,
01061,Brens,CA Haut - Bugey Agglomération,Ain,"1,193",,
01062,Bressolles,CC Bugey Sud,Ain,931,,
01063,Brion,CC de la Côtière à Montluel,Ain,528,,
01064,Briord,CA Haut - Bugey Agglomération,Ain,1026,,
01065,Buellas,CC de la Plaine de l'Ain,Ain,1845,,
01066,La Burbanche,CA du Bassin de Bourg-en-Bresse,Ain,78,,
01067,Ceignes,CC Bugey Sud,Ain,267,,
01068,Cerdon,CA Haut - Bugey Agglomération,Ain,797,,
01069,Certines,CC Rives de l'Ain - Pays du Cerdon,Ain,"1,557",,
01071,Cessy,CA du Bassin de Bourg-en-Bresse,Ain,4972,,
01072,Ceyzériat,CA du Pays de Gex,Ain,"3,218",,
01073,Ceyzérieu,CA du Bassin de Bourg-en-Bresse,Ain,"1,033",,
01074,Chalamont,CC Bugey Sud,Ain,"2,484",,
01075,Chaleins,CC de la Dombes,Ain,1376,,
01076,Chaley,CC Val de Saône Centre,Ain,133,,
01077,Challes-la-Montagne,CC de la Plaine de l'Ain,Ain,197,,
01078,Challex,CC Rives de l'Ain - Pays du Cerdon,Ain,1498,,
01079,Champagne-en-Valromey,CA du Pays de Gex,Ain,851,,
01080,Champdor-Corcelles,CC Bugey Sud,Ain,665,,
01081,Champfromier,CA Haut - Bugey Agglomération,Ain,750,,
01082,Chanay,CC du Pays Bellegardien (CCPB),Ain,639,,
01083,Chaneins,CC du Pays Bellegardien (CCPB),Ain,925,,
01084,Chanoz-Châtenay,CC de la Dombes,Ain,861,,
01085,La Chapelle-du-Châtelard,CC de la Veyle,Ain,393,,
01087,Charix,CC de la Dombes,Ain,295,,
01088,Charnoz-sur-Ain,CA Haut - Bugey Agglomération,Ain,940,,
01089,Château-Gaillard,CC de la Plaine de l'Ain,Ain,2187,,
01090,Châtenay,CC de la Plaine de l'Ain,Ain,345,,
01092,Châtillon-la-Palud,CC de la Dombes,Ain,1652,,
01093,Châtillon-sur-Chalaronne,CC de la Dombes,Ain,5060,,
01094,Chavannes-sur-Reyssouze,CC de la Dombes,Ain,765,,
01095,Nivigne et Suran,CC Bresse et Saône,Ain,825,,
01096,Chaveyriat,CA du Bassin de Bourg-en-Bresse,Ain,1037,,
01098,Chazey-Bons,CC de la Veyle,Ain,1148,,
01099,Chazey-sur-Ain,CC Bugey Sud,Ain,1551,,
01100,Cheignieu-la-Balme,CC de la Plaine de l'Ain,Ain,138,,
01101,Chevillard,CC Bugey Sud,Ain,160,,
01102,Chevroux,CA Haut - Bugey Agglomération,Ain,967,,
01103,Chevry,CC Bresse et Saône,Ain,1852,,
01104,Chézery-Forens,CA du Pays de Gex,Ain,478,,
01105,Civrieux,CA du Pays de Gex,Ain,"1,736",,
01106,Cize,CC Dombes Saône Vallée,Ain,181,,
01107,Cleyzieu,CA du Bassin de Bourg-en-Bresse,Ain,140,,
01108,Coligny,CC de la Plaine de l'Ain,Ain,"1,206",,
01109,Collonges,CA du Bassin de Bourg-en-Bresse,Ain,2265,,
01110,Colomieu,CA du Pays de Gex,Ain,142,,
01111,Conand,CC Bugey Sud,Ain,125,,
01112,Condamine,CC de la Plaine de l'Ain,Ain,448,,
01113,Condeissiat,CA Haut - Bugey Agglomération,Ain,835,,
01114,Confort,CC de la Dombes,Ain,660,,
01115,Confrançon,CC du Pays Bellegardien (CCPB),Ain,1365,,
01116,Contrevoz,CA du Bassin de Bourg-en-Bresse,Ain,510,,
01117,Conzieu,CC Bugey Sud,Ain,150,,
01118,Corbonod,CC Bugey Sud,Ain,1297,,
01121,Corlier,CC Usses et Rhône,Ain,115,,
01123,Cormoranche-sur-Saône,CA Haut - Bugey Agglomération,Ain,1175,,
01124,Cormoz,CC de la Veyle,Ain,679,,
01125,Corveissiat,CA du Bassin de Bourg-en-Bresse,Ain,634,,
01127,Courmangoux,CA du Bassin de Bourg-en-Bresse,Ain,516,,
01128,Courtes,CA du Bassin de Bourg-en-Bresse,Ain,315,,
01129,Crans,CA du Bassin de Bourg-en-Bresse,Ain,270,,
01130,Bresse Vallons,CC de la Dombes,Ain,2327,,
01133,Cressin-Rochefort,CA du Bassin de Bourg-en-Bresse,Ain,403,,
01134,Crottet,CC Bugey Sud,Ain,1777,,
01135,Crozet,CC de la Veyle,Ain,2201,,
01136,Cruzilles-lès-Mépillat,CA du Pays de Gex,Ain,888,,
01138,Culoz,CC de la Veyle,Ain,3082,,
01139,Curciat-Dongalon,CC Bugey Sud,Ain,445,,
01140,Curtafond,CA du Bassin de Bourg-en-Bresse,Ain,789,,
01141,Cuzieu,CA du Bassin de Bourg-en-Bresse,Ain,463,,
01142,Dagneux,CC Bugey Sud,Ain,4772,,
01143,Divonne-les-Bains,CC de la Côtière à Montluel,Ain,9878,1,0.000101235
01145,Dompierre-sur-Veyle,CA du Pays de Gex,Ain,1187,,
01146,Dompierre-sur-Chalaronne,CA du Bassin de Bourg-en-Bresse,Ain,445,,
01147,Domsure,CC de la Dombes,Ain,489,,
01148,Dortan,CA du Bassin de Bourg-en-Bresse,Ain,1890,,
01149,Douvres,CA Haut - Bugey Agglomération,Ain,1067,,
01150,Drom,CC de la Plaine de l'Ain,Ain,221,,
01151,Druillat,CA du Bassin de Bourg-en-Bresse,Ain,1178,,
01152,Échallon,CA du Bassin de Bourg-en-Bresse,Ain,777,,
01153,Échenevex,CA Haut - Bugey Agglomération,Ain,2205,,
01155,Évosges,CA du Pays de Gex,Ain,147,,
01156,Faramans,CA Haut - Bugey Agglomération,Ain,818,,
01157,Fareins,CC de la Plaine de l'Ain,Ain,2246,,
01158,Farges,CC Dombes Saône Vallée,Ain,1049,,
01159,Feillens,CA du Pays de Gex,Ain,3360,,
01160,Ferney-Voltaire,CC Bresse et Saône,Ain,9928,1,0.000100725
01162,Flaxieu,CA du Pays de Gex,Ain,71,,
01163,Foissiat,CC Bugey Sud,Ain,2124,,
01165,Francheleins,CA du Bassin de Bourg-en-Bresse,Ain,1643,,
01166,Frans,CC Val de Saône Centre,Ain,2407,,
01167,Garnerans,CC Dombes Saône Vallée,Ain,672,,
01169,Genouilleux,CC Val de Saône Centre,Ain,632,,
01170,Béard-Géovreissiat,CC Val de Saône Centre,Ain,1079,,
01171,Géovreisset,CA Haut - Bugey Agglomération,Ain,917,,
01173,Gex,CA Haut - Bugey Agglomération,Ain,13375,1,7.48E-05
01174,Giron,CA du Pays de Gex,Ain,187,,
01175,Gorrevod,CC du Pays Bellegardien (CCPB),Ain,860,,
01177,Grand-Corent,CC Bresse et Saône,Ain,183,,
01179,Grièges,CA du Bassin de Bourg-en-Bresse,Ain,1928,,
01180,Grilly,CC de la Veyle,Ain,853,,
01181,Groissiat,CA du Pays de Gex,Ain,1281,,
01183,Guéreins,CA Haut - Bugey Agglomération,Ain,1477,,
01184,Hautecourt-Romanèche,CC Val de Saône Centre,Ain,797,,
01185,Plateau d'Hauteville,CA du Bassin de Bourg-en-Bresse,Ain,5031,,
01187,Haut Valromey,CA Haut - Bugey Agglomération,Ain,691,,
01188,Illiat,CC Bugey Sud,Ain,644,,
01189,Injoux-Génissiat,CC Val de Saône Centre,Ain,1162,,
01190,Innimond,CC du Pays Bellegardien (CCPB),Ain,92,,
01191,Izenave,CC de la Plaine de l'Ain,Ain,160,,
01192,Izernore,CA Haut - Bugey Agglomération,Ain,2309,,
01193,Izieu,CA Haut - Bugey Agglomération,Ain,242,,
01194,Jassans-Riottier,CC Bugey Sud,Ain,6458,,
01195,Jasseron,CA Villefranche Beaujolais Saône,Ain,1807,,
01196,Jayat,CA du Bassin de Bourg-en-Bresse,Ain,1194,,
01197,Journans,CA du Bassin de Bourg-en-Bresse,Ain,369,,
01198,Joyeux,CA du Bassin de Bourg-en-Bresse,Ain,274,,
01199,Jujurieux,CC de la Plaine de l'Ain,Ain,2200,,
01200,Labalme,CC Rives de l'Ain - Pays du Cerdon,Ain,212,,
01202,Lagnieu,CC Rives de l'Ain - Pays du Cerdon,Ain,7289,,
01203,Laiz,CC de la Plaine de l'Ain,Ain,1251,,
01204,Le Poizat-Lalleyriat,CC de la Veyle,Ain,735,,
01206,Lantenay,CA Haut - Bugey Agglomération,Ain,283,,
01207,Lapeyrouse,CA Haut - Bugey Agglomération,Ain,328,,
01208,Lavours,CC de la Dombes,Ain,130,,
01209,Léaz,CC Bugey Sud,Ain,754,,
01210,Lélex,CA du Pays de Gex,Ain,231,,
01211,Lent,CA du Pays de Gex,Ain,1439,,
01212,Lescheroux,CA du Bassin de Bourg-en-Bresse,Ain,743,,
01213,Leyment,CA du Bassin de Bourg-en-Bresse,Ain,1332,,
01214,Leyssard,CC de la Plaine de l'Ain,Ain,156,,
01215,Surjoux-Lhopital,CA Haut - Bugey Agglomération,Ain,134,,
01216,Lhuis,CC du Pays Bellegardien (CCPB),Ain,910,,
01219,Lompnas,CC de la Plaine de l'Ain,Ain,171,,
01224,Loyettes,CC de la Plaine de l'Ain,Ain,3176,,
01225,Lurcy,CC de la Plaine de l'Ain,Ain,393,,
01227,Magnieu,CC Val de Saône Centre,Ain,657,,
01228,Maillat,CC Bugey Sud,Ain,648,,
01229,Malafretaz,CA Haut - Bugey Agglomération,Ain,1240,,
01230,Mantenay-Montlin,CA du Bassin de Bourg-en-Bresse,Ain,320,,
01231,Manziat,CA du Bassin de Bourg-en-Bresse,Ain,2012,,
01232,Marboz,CC Bresse et Saône,Ain,2291,,
01233,Marchamp,CA du Bassin de Bourg-en-Bresse,Ain,134,,
01234,Marignieu,CC de la Plaine de l'Ain,Ain,175,,
01235,Marlieux,CC Bugey Sud,Ain,1207,,
01236,Marsonnas,CC de la Dombes,Ain,1019,,
01237,Martignat,CA du Bassin de Bourg-en-Bresse,Ain,1720,,
01238,Massieux,CA Haut - Bugey Agglomération,Ain,2650,,
01239,Massignieu-de-Rives,CC Dombes Saône Vallée,Ain,628,,
01240,Matafelon-Granges,CC Bugey Sud,Ain,658,,
01241,Meillonnas,CA Haut - Bugey Agglomération,Ain,1368,,
01242,Mérignat,CA du Bassin de Bourg-en-Bresse,Ain,134,,
01243,Messimy-sur-Saône,CC Rives de l'Ain - Pays du Cerdon,Ain,1256,,
01244,Meximieux,CC Val de Saône Centre,Ain,7871,1,0.000127049
01245,Bohas-Meyriat-Rignat,CC de la Plaine de l'Ain,Ain,934,,
01246,Mézériat,CA du Bassin de Bourg-en-Bresse,Ain,2209,,
01247,Mijoux,CC de la Veyle,Ain,353,,
01248,Mionnay,CA du Pays de Gex,Ain,2147,,
01249,Miribel,CC de la Dombes,Ain,10075,,
01250,Misérieux,CC de Miribel et du Plateau,Ain,2195,,
01252,Mogneneins,CC Dombes Saône Vallée,Ain,801,,
01254,Montagnat,CC Val de Saône Centre,Ain,2040,,
01255,Montagnieu,CA du Bassin de Bourg-en-Bresse,Ain,634,,
01257,Montanges,CC de la Plaine de l'Ain,Ain,354,,
01258,Montceaux,CC du Pays Bellegardien (CCPB),Ain,1231,,
01259,Montcet,CC Val de Saône Centre,Ain,706,,
01260,Le Montellier,CA du Bassin de Bourg-en-Bresse,Ain,305,,
01261,Monthieux,CC de la Plaine de l'Ain,Ain,669,,
01262,Montluel,CC de la Dombes,Ain,7048,,
01263,Montmerle-sur-Saône,CC de la Côtière à Montluel,Ain,3859,,
01264,Montracol,CC Val de Saône Centre,Ain,1060,,
01265,Montréal-la-Cluse,CA du Bassin de Bourg-en-Bresse,Ain,3505,,
01266,Montrevel-en-Bresse,CA Haut - Bugey Agglomération,Ain,2531,,
01267,Nurieux-Volognat,CA du Bassin de Bourg-en-Bresse,Ain,1052,,
01268,Murs-et-Gélignieux,CA Haut - Bugey Agglomération,Ain,256,,
01269,Nantua,CC Bugey Sud,Ain,3584,1,0.000279018
01272,Neuville-les-Dames,CA Haut - Bugey Agglomération,Ain,1531,,
01273,Neuville-sur-Ain,CC de la Dombes,Ain,1784,,
01274,Les Neyrolles,CC Rives de l'Ain - Pays du Cerdon,Ain,654,,
01275,Neyron,CA Haut - Bugey Agglomération,Ain,2576,,
01276,Niévroz,CC de Miribel et du Plateau,Ain,1646,,
01277,Nivollet-Montgriffon,CC de la Côtière à Montluel,Ain,121,,
01279,Oncieu,CC de la Plaine de l'Ain,Ain,95,,
01280,Ordonnaz,CC de la Plaine de l'Ain,Ain,142,,
01281,Ornex,CC de la Plaine de l'Ain,Ain,4575,,
01282,Outriaz,CA du Pays de Gex,Ain,266,,
01283,Oyonnax,CA Haut - Bugey Agglomération,Ain,22943,,
01284,Ozan,CA Haut - Bugey Agglomération,Ain,692,,
01285,Parcieux,CC Bresse et Saône,Ain,1235,,
01286,Parves et Nattages,CC Dombes Saône Vallée,Ain,980,,
01288,Péron,CC Bugey Sud,Ain,2673,,
01289,Péronnas,CA du Pays de Gex,Ain,6675,3,0.000449438
01290,Pérouges,CA du Bassin de Bourg-en-Bresse,Ain,1228,,
01291,Perrex,CC de la Plaine de l'Ain,Ain,845,,
01293,Peyriat,CC de la Veyle,Ain,161,,
01294,Peyrieu,CA Haut - Bugey Agglomération,Ain,888,,
01295,Peyzieux-sur-Saône,CC Bugey Sud,Ain,674,,
01296,Pirajoux,CC Val de Saône Centre,Ain,415,,
01297,Pizay,CA du Bassin de Bourg-en-Bresse,Ain,834,,
01298,Plagne,CC de la Côtière à Montluel,Ain,134,,
01299,Le Plantay,CC du Pays Bellegardien (CCPB),Ain,573,,
01301,Polliat,CC de la Dombes,Ain,2572,,
01302,Pollieu,CA du Bassin de Bourg-en-Bresse,Ain,165,,
01303,Poncin,CC Bugey Sud,Ain,1738,,
01304,Pont-d'Ain,CC Rives de l'Ain - Pays du Cerdon,Ain,2993,,
01305,Pont-de-Vaux,CC Rives de l'Ain - Pays du Cerdon,Ain,2303,,
01306,Pont-de-Veyle,CC Bresse et Saône,Ain,1690,,
01307,Port,CC de la Veyle,Ain,869,,
01308,Pougny,CA Haut - Bugey Agglomération,Ain,826,,
01309,Pouillat,CA du Pays de Gex,Ain,88,,
01310,Prémeyzel,CA du Bassin de Bourg-en-Bresse,Ain,252,,
01311,Prémillieu,CC Bugey Sud,Ain,45,,
01313,Prévessin-Moëns,CA Haut - Bugey Agglomération,Ain,8431,,
01314,Priay,CA du Pays de Gex,Ain,1763,,
01317,Ramasse,CC Rives de l'Ain - Pays du Cerdon,Ain,330,,
01318,Rancé,CA du Bassin de Bourg-en-Bresse,Ain,744,,
01319,Relevant,CC Dombes Saône Vallée,Ain,468,,
01320,Replonges,CC de la Dombes,Ain,3796,,
01321,Revonnas,CC Bresse et Saône,Ain,934,,
01322,Reyrieux,CA du Bassin de Bourg-en-Bresse,Ain,4929,1,0.000202881
01323,Reyssouze,CC Dombes Saône Vallée,Ain,993,,
01325,Rignieux-le-Franc,CC Bresse et Saône,Ain,988,,
01328,Romans,CC de la Plaine de l'Ain,Ain,594,,
01329,Rossillon,CC de la Dombes,Ain,157,,
01330,Ruffieu,CC Bugey Sud,Ain,191,,
01331,Saint-Alban,CC Bugey Sud,Ain,182,,
01332,Saint-André-de-Bâgé,CC Rives de l'Ain - Pays du Cerdon,Ain,773,,
01333,Saint-André-de-Corcy,CC Bresse et Saône,Ain,3408,,
01334,Saint-André-d'Huiriat,CC de la Dombes,Ain,635,,
01335,Saint-André-le-Bouchoux,CC de la Veyle,Ain,396,,
01336,Saint-André-sur-Vieux-Jonc,CC de la Dombes,Ain,1176,,
01337,Saint-Bénigne,CA du Bassin de Bourg-en-Bresse,Ain,1292,,
01338,Groslée-Saint-Benoit,CC Bresse et Saône,Ain,1229,,
01339,Saint-Bernard,CC Bugey Sud,Ain,1475,,
01342,Sainte-Croix,CC Dombes Saône Vallée,Ain,131,,
01343,Saint-Cyr-sur-Menthon,CC de la Côtière à Montluel,Ain,1816,,
01344,Saint-Denis-lès-Bourg,CC de la Veyle,Ain,5908,3,0.000507786
01345,Saint-Denis-en-Bugey,CA du Bassin de Bourg-en-Bresse,Ain,2336,,
01346,Saint-Didier-d'Aussiat,CC de la Plaine de l'Ain,Ain,884,,
01347,Saint-Didier-de-Formans,CA du Bassin de Bourg-en-Bresse,Ain,2029,,
01348,Saint-Didier-sur-Chalaronne,CC Dombes Saône Vallée,Ain,2938,,
01349,Saint-Éloi,CC Val de Saône Centre,Ain,461,,
01350,Saint-Étienne-du-Bois,CC de la Plaine de l'Ain,Ain,2485,1,0.000402414
01351,Saint-Étienne-sur-Chalaronne,CA du Bassin de Bourg-en-Bresse,Ain,1582,,
01352,Saint-Étienne-sur-Reyssouze,CC Val de Saône Centre,Ain,577,,
01353,Sainte-Euphémie,CC Bresse et Saône,Ain,1695,,
01354,Saint-Genis-Pouilly,CC Dombes Saône Vallée,Ain,12725,,
01355,Saint-Genis-sur-Menthon,CA du Pays de Gex,Ain,479,,
01356,Saint-Georges-sur-Renon,CC de la Veyle,Ain,219,,
01357,Saint-Germain-de-Joux,CC de la Dombes,Ain,506,,
01358,Saint-Germain-les-Paroisses,CC du Pays Bellegardien (CCPB),Ain,437,,
01359,Saint-Germain-sur-Renon,CC Bugey Sud,Ain,240,,
01360,Saint-Jean-de-Gonville,CC de la Dombes,Ain,1831,1,0.00054615
01361,Saint-Jean-de-Niost,CA du Pays de Gex,Ain,1519,,
01362,Saint-Jean-de-Thurigneux,CC de la Plaine de l'Ain,Ain,784,,
01363,Saint-Jean-le-Vieux,CC Dombes Saône Vallée,Ain,1802,1,0.000554939
01364,Saint-Jean-sur-Reyssouze,CC Rives de l'Ain - Pays du Cerdon,Ain,751,,
01365,Saint-Jean-sur-Veyle,CA du Bassin de Bourg-en-Bresse,Ain,1169,,
01366,Sainte-Julie,CC de la Veyle,Ain,1034,,
01367,Saint-Julien-sur-Reyssouze,CC de la Plaine de l'Ain,Ain,753,,
01368,Saint-Julien-sur-Veyle,CA du Bassin de Bourg-en-Bresse,Ain,832,,
01369,Saint-Just,CC de la Veyle,Ain,950,,
01370,Saint-Laurent-sur-Saône,CA du Bassin de Bourg-en-Bresse,Ain,1749,,
01371,Saint-Marcel,CA Mâconnais Beaujolais Agglomération,Ain,1304,1,0.000766871
01372,Saint-Martin-de-Bavel,CC de la Dombes,Ain,443,,
01373,Saint-Martin-du-Frêne,CC Bugey Sud,Ain,1085,,
01374,Saint-Martin-du-Mont,CA Haut - Bugey Agglomération,Ain,1871,,
01375,Saint-Martin-le-Châtel,CA du Bassin de Bourg-en-Bresse,Ain,807,,
01376,Saint-Maurice-de-Beynost,CA du Bassin de Bourg-en-Bresse,Ain,4006,,
01378,Saint-Maurice-de-Gourdans,CC de Miribel et du Plateau,Ain,2625,,
01379,Saint-Maurice-de-Rémens,CC de la Plaine de l'Ain,Ain,765,,
01380,Saint-Nizier-le-Bouchoux,CC de la Plaine de l'Ain,Ain,692,,
01381,Saint-Nizier-le-Désert,CA du Bassin de Bourg-en-Bresse,Ain,935,,
01382,Sainte-Olive,CC de la Dombes,Ain,285,,
01383,Saint-Paul-de-Varax,CC de la Dombes,Ain,1549,,
01384,Saint-Rambert-en-Bugey,CC de la Dombes,Ain,2302,,
01385,Saint-Rémy,CC de la Plaine de l'Ain,Ain,1017,1,0.000983284
01386,Saint-Sorlin-en-Bugey,CA du Bassin de Bourg-en-Bresse,Ain,1219,,
01387,Saint-Sulpice,CC de la Plaine de l'Ain,Ain,261,,
01388,Saint-Trivier-de-Courtes,CA du Bassin de Bourg-en-Bresse,Ain,1102,,
01389,Saint-Trivier-sur-Moignans,CA du Bassin de Bourg-en-Bresse,Ain,1840,,
01390,Saint-Vulbas,CC de la Dombes,Ain,1306,,
01391,Salavre,CC de la Plaine de l'Ain,Ain,281,,
01392,Samognat,CA du Bassin de Bourg-en-Bresse,Ain,680,,
01393,Sandrans,CA Haut - Bugey Agglomération,Ain,535,,
01396,Sault-Brénaz,CC de la Dombes,Ain,966,,
01397,Sauverny,CC de la Plaine de l'Ain,Ain,1030,,
01398,Savigneux,CA du Pays de Gex,Ain,1367,,
01399,Ségny,CC Dombes Saône Vallée,Ain,2112,,
01400,Seillonnaz,CA du Pays de Gex,Ain,140,,
01401,Sergy,CC de la Plaine de l'Ain,Ain,154,,
01402,Sermoyer,CA du Pays de Gex,Ain,688,,
01403,Serrières-de-Briord,CC Bresse et Saône,Ain,1282,,
01404,Serrières-sur-Ain,CC de la Plaine de l'Ain,Ain,136,,
01405,Servas,CC Rives de l'Ain - Pays du Cerdon,Ain,1275,,
01406,Servignat,CA du Bassin de Bourg-en-Bresse,Ain,176,,
01407,Seyssel,CA du Bassin de Bourg-en-Bresse,Ain,1017,,
01408,Simandre-sur-Suran,CC Usses et Rhône,Ain,683,,
01410,Sonthonnax-la-Montagne,CA du Bassin de Bourg-en-Bresse,Ain,319,,
01411,Souclin,CA Haut - Bugey Agglomération,Ain,279,,
01412,Sulignat,CC de la Plaine de l'Ain,Ain,598,,
01415,Talissieu,CC de la Dombes,Ain,460,,
01416,Tenay,CC Bugey Sud,Ain,1047,,
01418,Thil,CC de la Plaine de l'Ain,Ain,1113,,
01419,Thoiry,CC de Miribel et du Plateau,Ain,6215,2,0.000321802
01420,Thoissey,CA du Pays de Gex,Ain,1756,,
01421,Torcieu,CC Val de Saône Centre,Ain,742,,
01422,Tossiat,CC de la Plaine de l'Ain,Ain,1398,,
01423,Toussieux,CA du Bassin de Bourg-en-Bresse,Ain,1111,,
01424,Tramoyes,CC Dombes Saône Vallée,Ain,1724,,
01425,La Tranclière,CC de Miribel et du Plateau,Ain,293,,
01426,Val-Revermont,CA du Bassin de Bourg-en-Bresse,Ain,2654,,
01427,Trévoux,CA du Bassin de Bourg-en-Bresse,Ain,7009,,
01428,Valeins,CC Dombes Saône Vallée,Ain,131,,
01429,Vandeins,CC de la Dombes,Ain,700,,
01430,Varambon,CA du Bassin de Bourg-en-Bresse,Ain,598,,
01431,Vaux-en-Bugey,CC Rives de l'Ain - Pays du Cerdon,Ain,1254,,
01432,Verjon,CC de la Plaine de l'Ain,Ain,297,,
01433,Vernoux,CA du Bassin de Bourg-en-Bresse,Ain,331,,
01434,Versailleux,CA du Bassin de Bourg-en-Bresse,Ain,447,,
01435,Versonnex,CC de la Dombes,Ain,2246,,
01436,Vesancy,CA du Pays de Gex,Ain,495,,
01437,Vescours,CA du Pays de Gex,Ain,246,,
01439,Vésines,CA du Bassin de Bourg-en-Bresse,Ain,103,,
01441,Vieu-d'Izenave,CC Bresse et Saône,Ain,724,,
01443,Villars-les-Dombes,CA Haut - Bugey Agglomération,Ain,4884,,
01444,Villebois,CC de la Dombes,Ain,1190,,
01445,Villemotier,CC de la Plaine de l'Ain,Ain,678,,
01446,Villeneuve,CA du Bassin de Bourg-en-Bresse,Ain,1537,,
01447,Villereversure,CC Dombes Saône Vallée,Ain,1339,,
01448,Villes,CA du Bassin de Bourg-en-Bresse,Ain,384,,
01449,Villette-sur-Ain,CC du Pays Bellegardien (CCPB),Ain,767,,
01450,Villieu-Loyes-Mollon,CC de la Dombes,Ain,3717,,
01451,Viriat,CC de la Plaine de l'Ain,Ain,6566,,
01452,Virieu-le-Grand,CA du Bassin de Bourg-en-Bresse,Ain,1106,,
01453,Arvière-en-Valromey,CC Bugey Sud,Ain,735,,
01454,Virignin,CC Bugey Sud,Ain,1118,,
01456,Vongnes,CC Bugey Sud,Ain,72,,
01457,Vonnas,CC Bugey Sud,Ain,3019,,
02001,Abbécourt,CC de la Veyle,Aisne,506,,
02002,Achery,CA Chauny-Tergnier-La Fère,Aisne,606,,
02003,Acy,CA Chauny-Tergnier-La Fère,Aisne,1035,,
02004,Agnicourt-et-Séchelles,CA GrandSoissons Agglomération,Aisne,185,,
02005,Aguilcourt,CC du Pays de la Serre,Aisne,392,,
02006,Aisonville-et-Bernoville,CC de la Champagne Picarde,Aisne,264,,
02007,Aizelles,CC Thiérache Sambre et Oise,Aisne,126,,
02008,Aizy-Jouy,CC du Chemin des Dames,Aisne,295,,
02009,Alaincourt,CC du Val de l'Aisne,Aisne,549,,
02010,Allemant,CC du Val de l'Oise,Aisne,181,,
02011,Ambleny,CC du Val de l'Aisne,Aisne,1209,,
02012,Ambrief,CC Retz-en-Valois,Aisne,70,,
02013,Amifontaine,CC du Canton d'Oulchy-le-Château,Aisne,413,,
02014,Amigny-Rouy,CC de la Champagne Picarde,Aisne,758,,
