Code_Insee,NomCommune,EPCI,Dept,Pop,offres,Densite
30253,Saint-Florent-sur-Auzonnet,CC du Piémont Cévenol,Gard,1189,,
30254,Saint-Geniès-de-Comolas,CA Alès Agglomération,Gard,2009,,
30255,Saint-Geniès-de-Malgoirès,CA du Gard Rhodanien,Gard,3038,,
30256,Saint-Gervais,CA de Nîmes Métropole,Gard,736,,
30257,Saint-Gervasy,CA du Gard Rhodanien,Gard,1926,,
30258,Saint-Gilles,CA de Nîmes Métropole,Gard,13711,1,7.29E-05
30259,Saint-Hilaire-de-Brethmas,CA de Nîmes Métropole,Gard,4419,,
30260,Saint-Hilaire-d'Ozilhan,CA Alès Agglomération,Gard,1090,,
30261,Saint-Hippolyte-de-Caton,CC du Pont du Gard,Gard,217,,
30262,Saint-Hippolyte-de-Montaigu,CA Alès Agglomération,Gard,268,,
30263,Saint-Hippolyte-du-Fort,CC Pays d'Uzès,Gard,4043,1,0.000247341
30264,Saint-Jean-de-Ceyrargues,CC du Piémont Cévenol,Gard,165,,
30265,Saint-Jean-de-Crieulon,CA Alès Agglomération,Gard,248,,
30266,Saint-Jean-de-Maruéjols-et-Avéjan,CC du Piémont Cévenol,Gard,931,,
30267,Saint-Jean-de-Serres,CC de Cèze Cévennes,Gard,532,,
30268,Saint-Jean-de-Valériscle,CA Alès Agglomération,Gard,679,,
30269,Saint-Jean-du-Gard,CA Alès Agglomération,Gard,2604,,
30270,Saint-Jean-du-Pin,CA Alès Agglomération,Gard,1550,,
30271,Saint-Julien-de-Cassagnas,CA Alès Agglomération,Gard,713,,
30272,Saint-Julien-de-la-Nef,CA Alès Agglomération,Gard,147,,
30273,Saint-Julien-de-Peyrolas,CC des Cévennes Gangeoises et Suménoises,Gard,1428,,
30274,Saint-Julien-les-Rosiers,CA du Gard Rhodanien,Gard,3410,,
30275,Saint-Just-et-Vacquières,CA Alès Agglomération,Gard,304,,
30276,Saint-Laurent-d'Aigouze,CA Alès Agglomération,Gard,3516,,
30277,Saint-Laurent-de-Carnols,CC Terre de Camargue,Gard,505,,
30278,Saint-Laurent-des-Arbres,CA du Gard Rhodanien,Gard,3108,,
30279,Saint-Laurent-la-Vernède,CA du Gard Rhodanien,Gard,692,,
30280,Saint-Laurent-le-Minier,CC Pays d'Uzès,Gard,352,,
30281,Saint-Mamert-du-Gard,CC du Pays Viganais,Gard,1655,,
30282,Saint-Marcel-de-Careiret,CA de Nîmes Métropole,Gard,862,,
30283,Saint-Martial,CA du Gard Rhodanien,Gard,182,,
30284,Saint-Martin-de-Valgalgues,CC des Cévennes Gangeoises et Suménoises,Gard,4480,,
30285,Saint-Maurice-de-Cazevieille,CA Alès Agglomération,Gard,735,,
30286,Saint-Maximin,CA Alès Agglomération,Gard,764,1,0.001308901
30287,Saint-Michel-d'Euzet,CC Pays d'Uzès,Gard,648,,
30288,Saint-Nazaire,CA du Gard Rhodanien,Gard,1248,8,0.006410256
30289,Saint-Nazaire-des-Gardies,CA du Gard Rhodanien,Gard,85,,
30290,Saint-Paulet-de-Caisson,CC du Piémont Cévenol,Gard,1853,,
30291,Saint-Paul-la-Coste,CA du Gard Rhodanien,Gard,291,,
30292,Saint-Pons-la-Calm,CA Alès Agglomération,Gard,448,,
30293,Saint-Privat-de-Champclos,CA du Gard Rhodanien,Gard,349,,
30294,Saint-Privat-des-Vieux,CC de Cèze Cévennes,Gard,5309,,
30295,Saint-Quentin-la-Poterie,CA Alès Agglomération,Gard,3117,,
30296,Saint-Roman-de-Codières,CC Pays d'Uzès,Gard,172,,
30297,Saint-Sauveur-Camprieu,CC des Cévennes Gangeoises et Suménoises,Gard,259,,
30298,Saint-Sébastien-d'Aigrefeuille,CC Causses Aigoual Cévennes,Gard,520,,
30299,Saint-Siffret,CA Alès Agglomération,Gard,1103,,
30300,Saint-Théodorit,CC Pays d'Uzès,Gard,538,,
30301,Saint-Victor-des-Oules,CC du Piémont Cévenol,Gard,310,,
30302,Saint-Victor-la-Coste,CC Pays d'Uzès,Gard,2115,,
30303,Saint-Victor-de-Malcap,CA du Gard Rhodanien,Gard,854,,
30304,Salazac,CC de Cèze Cévennes,Gard,187,,
30305,Salindres,CA du Gard Rhodanien,Gard,3535,,
30306,Salinelles,CA Alès Agglomération,Gard,581,,
30307,Les Salles-du-Gardon,CC du Pays de Sommières,Gard,2626,,
30308,Sanilhac-Sagriès,CA Alès Agglomération,Gard,831,,
30309,Sardan,CC Pays d'Uzès,Gard,301,,
30310,Saumane,CC du Piémont Cévenol,Gard,282,,
30311,Sauve,CC Causses Aigoual Cévennes,Gard,1950,,
30312,Sauveterre,CC du Piémont Cévenol,Gard,2084,,
30313,Sauzet,CA du Grand Avignon (COGA),Gard,754,,
30314,Savignargues,CA de Nîmes Métropole,Gard,243,,
30315,Saze,CC du Piémont Cévenol,Gard,2076,1,0.000481696
30316,Sénéchas,CA du Grand Avignon (COGA),Gard,255,,
30317,Sernhac,CA Alès Agglomération,Gard,1778,,
30318,Servas,CA de Nîmes Métropole,Gard,213,,
30319,Serviers-et-Labaume,CA Alès Agglomération,Gard,627,,
30320,Seynes,CC Pays d'Uzès,Gard,163,,
30321,Sommières,CA Alès Agglomération,Gard,4979,2,0.000401687
30322,Soudorgues,CC du Pays de Sommières,Gard,282,,
30323,Soustelle,CC Causses Aigoual Cévennes,Gard,126,,
30324,Souvignargues,CA Alès Agglomération,Gard,886,,
30325,Sumène,CC du Pays de Sommières,Gard,1591,,
30326,Tavel,CC des Cévennes Gangeoises et Suménoises,Gard,2014,,
30327,Tharaux,CA du Gard Rhodanien,Gard,58,,
30328,Théziers,CC de Cèze Cévennes,Gard,1057,,
30329,Thoiras,CC du Pont du Gard,Gard,452,,
30330,Tornac,CA Alès Agglomération,Gard,930,,
30331,Tresques,CA Alès Agglomération,Gard,1856,,
30332,Trèves,CA du Gard Rhodanien,Gard,129,,
30333,Uchaud,CC Causses Aigoual Cévennes,Gard,4356,,
30334,Uzès,"CC Rhony, Vistre, Vidourle",Gard,8813,1,0.000113469
30335,Vabres,CC Pays d'Uzès,Gard,125,,
30336,Vallabrègues,CA Alès Agglomération,Gard,1411,,
30337,Vallabrix,CC Beaucaire Terre d'Argence,Gard,437,,
30338,Vallérargues,CC Pays d'Uzès,Gard,144,,
30339,Val-d'Aigoual,CC Pays d'Uzès,Gard,1451,,
30340,Valliguières,CC Causses Aigoual Cévennes,Gard,595,,
30341,Vauvert,CC du Pont du Gard,Gard,11742,2,0.000170329
30342,Vénéjan,CC de Petite Camargue,Gard,1287,,
30343,Verfeuil,CA du Gard Rhodanien,Gard,607,,
30344,Vergèze,CA du Gard Rhodanien,Gard,5267,,
30345,La Vernarède,"CC Rhony, Vistre, Vidourle",Gard,338,,
30346,Vers-Pont-du-Gard,CA Alès Agglomération,Gard,1885,,
30347,Vestric-et-Candiac,CC du Pont du Gard,Gard,1423,,
30348,Vézénobres,"CC Rhony, Vistre, Vidourle",Gard,1871,,
30349,Vic-le-Fesq,CA Alès Agglomération,Gard,526,,
30350,Le Vigan,CC du Piémont Cévenol,Gard,3944,1,0.00025355
30351,Villeneuve-lès-Avignon,CC du Pays Viganais,Gard,12103,1,8.26E-05
30352,Villevieille,CA du Grand Avignon (COGA),Gard,1753,,
30353,Vissec,CC du Pays de Sommières,Gard,61,,
30354,Montagnac,CC du Pays Viganais,Gard,212,,
30355,Saint-Paul-les-Fonts,CA de Nîmes Métropole,Gard,1052,,
30356,Rodilhan,CA du Gard Rhodanien,Gard,3075,,
31001,Agassac,CA de Nîmes Métropole,Gard,121,,
31002,Aignes,CC Cœur et Coteaux du Comminges,Haute-Garonne,251,,
31003,Aigrefeuille,CC des Terres du Lauragais,Haute-Garonne,1312,,
31004,Ayguesvives,Toulouse Métropole,Haute-Garonne,2704,,
31005,Alan,CA du Sicoval,Haute-Garonne,313,,
31006,Albiac,CC Cœur et Coteaux du Comminges,Haute-Garonne,215,,
31007,Ambax,CC des Terres du Lauragais,Haute-Garonne,67,,
31008,Anan,CC Cœur et Coteaux du Comminges,Haute-Garonne,250,,
31009,Antichan-de-Frontignes,CC Cœur et Coteaux du Comminges,Haute-Garonne,160,,
31010,Antignac,CC Pyrénées Haut Garonnaises,Haute-Garonne,121,,
31011,Arbas,CC Pyrénées Haut Garonnaises,Haute-Garonne,269,,
31012,Arbon,CC Cagire Garonne Salat,Haute-Garonne,103,,
31013,Ardiège,CC Cagire Garonne Salat,Haute-Garonne,375,,
31014,Arguenos,CC Pyrénées Haut Garonnaises,Haute-Garonne,73,,
31015,Argut-Dessous,CC Cagire Garonne Salat,Haute-Garonne,24,,
31017,Arlos,CC Pyrénées Haut Garonnaises,Haute-Garonne,101,,
31018,Arnaud-Guilhem,CC Pyrénées Haut Garonnaises,Haute-Garonne,234,,
31019,Artigue,CC Cagire Garonne Salat,Haute-Garonne,31,,
31020,Aspet,CC Pyrénées Haut Garonnaises,Haute-Garonne,951,,
31021,Aspret-Sarrat,CC Cagire Garonne Salat,Haute-Garonne,141,,
31022,Aucamville,CC Cœur et Coteaux du Comminges,Haute-Garonne,8477,,
31023,Aulon,Toulouse Métropole,Haute-Garonne,319,,
31024,Auragne,CC Cœur et Coteaux du Comminges,Haute-Garonne,432,,
31025,Aureville,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,913,,
31026,Auriac-sur-Vendinelle,CA du Sicoval,Haute-Garonne,1048,,
31027,Auribail,CC des Terres du Lauragais,Haute-Garonne,209,,
31028,Aurignac,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,1265,,
31029,Aurin,CC Cœur et Coteaux du Comminges,Haute-Garonne,338,,
31030,Ausseing,CC des Terres du Lauragais,Haute-Garonne,77,,
31031,Ausson,CC Cagire Garonne Salat,Haute-Garonne,601,,
31032,Aussonne,CC Cœur et Coteaux du Comminges,Haute-Garonne,7057,,
31033,Auterive,Toulouse Métropole,Haute-Garonne,537,2,0.003724395
31034,Auzas,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,249,,
31035,Auzeville-Tolosane,CC Cagire Garonne Salat,Haute-Garonne,4375,,
31036,Auzielle,CA du Sicoval,Haute-Garonne,1545,,
31037,Avignonet-Lauragais,CA du Sicoval,Haute-Garonne,1546,,
31038,Azas,CC des Terres du Lauragais,Haute-Garonne,680,,
31039,Bachas,CC Tarn-Agout,Haute-Garonne,72,,
31040,Bachos,CC Cœur et Coteaux du Comminges,Haute-Garonne,39,,
31041,Bagiry,CC Pyrénées Haut Garonnaises,Haute-Garonne,114,,
31042,Bagnères-de-Luchon,CC Pyrénées Haut Garonnaises,Haute-Garonne,2455,,
31043,Balesta,CC Pyrénées Haut Garonnaises,Haute-Garonne,154,,
31044,Balma,CC Cœur et Coteaux du Comminges,Haute-Garonne,16878,1,5.92E-05
31045,Barbazan,Toulouse Métropole,Haute-Garonne,500,,
31046,Baren,CC Pyrénées Haut Garonnaises,Haute-Garonne,12,,
31047,Bax,CC Pyrénées Haut Garonnaises,Haute-Garonne,90,,
31048,Baziège,CC du Volvestre,Haute-Garonne,3403,,
31049,Bazus,CA du Sicoval,Haute-Garonne,568,,
31050,Beauchalot,CC des Coteaux du Girou,Haute-Garonne,649,,
31051,Beaufort,CC Cagire Garonne Salat,Haute-Garonne,468,1,0.002136752
31052,Beaumont-sur-Lèze,CC Cœur de Garonne,Haute-Garonne,1588,,
31053,Beaupuy,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,195,,
31054,Beauteville,Toulouse Métropole,Haute-Garonne,176,,
31055,Beauville,CC des Terres du Lauragais,Haute-Garonne,173,,
31056,Beauzelle,CC des Terres du Lauragais,Haute-Garonne,6463,,
31057,Belberaud,Toulouse Métropole,Haute-Garonne,1554,,
31058,Belbèze-de-Lauragais,CA du Sicoval,Haute-Garonne,124,,
31059,Belbèze-en-Comminges,CA du Sicoval,Haute-Garonne,119,,
31060,Bélesta-en-Lauragais,CC Cagire Garonne Salat,Haute-Garonne,120,,
31061,Bellegarde-Sainte-Marie,CC Lauragais Revel Sorezois,Haute-Garonne,204,,
31062,Bellesserre,CC des Hauts Tolosans,Haute-Garonne,113,,
31063,Benque,CC des Hauts Tolosans,Haute-Garonne,164,,
31064,Benque-Dessous-et-Dessus,CC Cœur et Coteaux du Comminges,Haute-Garonne,25,,
31065,Bérat,CC Pyrénées Haut Garonnaises,Haute-Garonne,3075,,
31066,Bessières,CC Cœur de Garonne,Haute-Garonne,4132,,
31067,Bezins-Garraux,CC de Val'Aïgo,Haute-Garonne,44,,
31068,Billière,CC Pyrénées Haut Garonnaises,Haute-Garonne,22,,
31069,Blagnac,CC Pyrénées Haut Garonnaises,Haute-Garonne,25009,1,4.00E-05
31070,Blajan,Toulouse Métropole,Haute-Garonne,513,,
31071,Bois-de-la-Pierre,CC Cœur et Coteaux du Comminges,Haute-Garonne,432,,
31072,Boissède,CC du Volvestre,Haute-Garonne,72,,
31073,Bondigoux,CC Cœur et Coteaux du Comminges,Haute-Garonne,549,,
31074,Bonrepos-Riquet,CC de Val'Aïgo,Haute-Garonne,300,,
31075,Bonrepos-sur-Aussonnelle,CC des Coteaux du Girou,Haute-Garonne,1209,,
31076,Bordes-de-Rivière,CA Le Muretain Agglo,Haute-Garonne,495,,
31077,Le Born,CC Cœur et Coteaux du Comminges,Haute-Garonne,562,,
31078,Boudrac,CC de Val'Aïgo,Haute-Garonne,146,,
31079,Bouloc,CC Cœur et Coteaux du Comminges,Haute-Garonne,4743,,
31080,Boulogne-sur-Gesse,CC du Frontonnais,Haute-Garonne,1660,,
31081,Bourg-d'Oueil,CC Cœur et Coteaux du Comminges,Haute-Garonne,6,,
31082,Bourg-Saint-Bernard,CC Pyrénées Haut Garonnaises,Haute-Garonne,1057,,
31083,Boussan,CC des Terres du Lauragais,Haute-Garonne,241,,
31084,Boussens,CC Cœur et Coteaux du Comminges,Haute-Garonne,1097,,
31085,Boutx,CC Cœur de Garonne,Haute-Garonne,247,,
31086,Bouzin,CC Pyrénées Haut Garonnaises,Haute-Garonne,100,,
31087,Bragayrac,CC Cœur et Coteaux du Comminges,Haute-Garonne,328,,
31088,Brax,CA Le Muretain Agglo,Haute-Garonne,2912,,
31089,Bretx,Toulouse Métropole,Haute-Garonne,669,,
31090,Brignemont,CC des Hauts Tolosans,Haute-Garonne,392,,
31091,Bruguières,CC des Hauts Tolosans,Haute-Garonne,5916,,
31092,Burgalays,Toulouse Métropole,Haute-Garonne,129,,
31093,Le Burgaud,CC Pyrénées Haut Garonnaises,Haute-Garonne,987,,
31094,Buzet-sur-Tarn,CC des Hauts Tolosans,Haute-Garonne,2816,,
31095,Cabanac-Cazaux,CC de Val'Aïgo,Haute-Garonne,127,,
31096,Cabanac-Séguenville,CC Cagire Garonne Salat,Haute-Garonne,171,,
31097,Le Cabanial,CC des Hauts Tolosans,Haute-Garonne,467,,
31098,Cadours,CC des Terres du Lauragais,Haute-Garonne,1104,,
31099,Caignac,CC des Hauts Tolosans,Haute-Garonne,360,,
31100,Calmont,CC des Terres du Lauragais,Haute-Garonne,2402,,
31101,Cambernard,CC des Terres du Lauragais,Haute-Garonne,470,,
31102,Cambiac,CC Cœur de Garonne,Haute-Garonne,218,,
31103,Canens,CC des Terres du Lauragais,Haute-Garonne,60,,
31104,Capens,CC du Volvestre,Haute-Garonne,675,,
31105,Caragoudes,CC du Volvestre,Haute-Garonne,231,,
31106,Caraman,CC des Terres du Lauragais,Haute-Garonne,2545,,
31107,Carbonne,CC des Terres du Lauragais,Haute-Garonne,5816,1,0.000171939
31108,Cardeilhac,CC du Volvestre,Haute-Garonne,269,,
31109,Cassagnabère-Tournas,CC Cœur et Coteaux du Comminges,Haute-Garonne,464,,
31110,Cassagne,CC Cœur et Coteaux du Comminges,Haute-Garonne,647,,
31111,Castagnac,CC Cagire Garonne Salat,Haute-Garonne,292,,
31112,Castagnède,CC du Volvestre,Haute-Garonne,193,,
31113,Castanet-Tolosan,CC Cagire Garonne Salat,Haute-Garonne,13726,,
31114,Castelbiague,CA du Sicoval,Haute-Garonne,253,,
31115,Castelgaillard,CC Cagire Garonne Salat,Haute-Garonne,62,,
31116,Castelginest,CC Cœur et Coteaux du Comminges,Haute-Garonne,10582,,
31117,Castelmaurou,Toulouse Métropole,Haute-Garonne,4369,,
31118,Castelnau-d'Estrétefonds,CC des Coteaux Bellevue,Haute-Garonne,6398,,
31119,Castelnau-Picampeau,CC du Frontonnais,Haute-Garonne,220,,
31120,Le Castéra,CC Cœur de Garonne,Haute-Garonne,754,,
31121,Castéra-Vignoles,CC des Hauts Tolosans,Haute-Garonne,65,,
31122,Casties-Labrande,CC Cœur et Coteaux du Comminges,Haute-Garonne,119,,
31123,Castillon-de-Larboust,CC Cœur de Garonne,Haute-Garonne,64,,
31124,Castillon-de-Saint-Martory,CC Pyrénées Haut Garonnaises,Haute-Garonne,391,,
31125,Cathervielle,CC Cagire Garonne Salat,Haute-Garonne,36,,
31126,Caubiac,CC Pyrénées Haut Garonnaises,Haute-Garonne,392,,
31127,Caubous,CC des Hauts Tolosans,Haute-Garonne,5,,
31128,Caujac,CC Pyrénées Haut Garonnaises,Haute-Garonne,849,,
31129,Cazarilh-Laspènes,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,30,,
31130,Cazaril-Tambourès,CC Pyrénées Haut Garonnaises,Haute-Garonne,91,,
31131,Cazaunous,CC Cœur et Coteaux du Comminges,Haute-Garonne,72,,
31132,Cazaux-Layrisse,CC Cagire Garonne Salat,Haute-Garonne,61,,
31133,Cazeaux-de-Larboust,CC Pyrénées Haut Garonnaises,Haute-Garonne,101,,
31134,Cazeneuve-Montaut,CC Pyrénées Haut Garonnaises,Haute-Garonne,74,,
31135,Cazères,CC Cœur et Coteaux du Comminges,Haute-Garonne,4954,,
31136,Cépet,CC Cœur de Garonne,Haute-Garonne,1899,,
31137,Cessales,CC du Frontonnais,Haute-Garonne,167,,
31138,Charlas,CC des Terres du Lauragais,Haute-Garonne,248,,
31139,Chaum,CC Cœur et Coteaux du Comminges,Haute-Garonne,193,,
31140,Chein-Dessus,CC Pyrénées Haut Garonnaises,Haute-Garonne,189,,
31141,Ciadoux,CC Cagire Garonne Salat,Haute-Garonne,233,,
31142,Cier-de-Luchon,CC Cœur et Coteaux du Comminges,Haute-Garonne,255,,
31143,Cier-de-Rivière,CC Pyrénées Haut Garonnaises,Haute-Garonne,286,,
31144,Cierp-Gaud,CC Pyrénées Haut Garonnaises,Haute-Garonne,746,,
31145,Cintegabelle,CC Pyrénées Haut Garonnaises,Haute-Garonne,2969,,
31146,Cirès,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,13,,
31147,Clarac,CC Pyrénées Haut Garonnaises,Haute-Garonne,641,,
31148,Clermont-le-Fort,CC Cœur et Coteaux du Comminges,Haute-Garonne,533,,
31149,Colomiers,CA du Sicoval,Haute-Garonne,39425,4,0.000101458
31150,Cornebarrieu,Toulouse Métropole,Haute-Garonne,6685,,
31151,Corronsac,Toulouse Métropole,Haute-Garonne,835,,
31152,Coueilles,CA du Sicoval,Haute-Garonne,99,,
31153,Couladère,CC Cœur et Coteaux du Comminges,Haute-Garonne,437,,
31155,Couret,CC Cœur de Garonne,Haute-Garonne,241,,
31156,Cox,CC Cagire Garonne Salat,Haute-Garonne,342,,
31157,Cugnaux,CC des Hauts Tolosans,Haute-Garonne,18197,1,5.50E-05
31158,Cuguron,Toulouse Métropole,Haute-Garonne,189,,
31159,Le Cuing,CC Cœur et Coteaux du Comminges,Haute-Garonne,470,,
31160,Daux,CC Cœur et Coteaux du Comminges,Haute-Garonne,2387,,
31161,Deyme,CC des Hauts Tolosans,Haute-Garonne,1213,,
31162,Donneville,CA du Sicoval,Haute-Garonne,1084,,
31163,Drémil-Lafage,CA du Sicoval,Haute-Garonne,2731,,
31164,Drudas,Toulouse Métropole,Haute-Garonne,222,,
31165,Eaunes,CC des Hauts Tolosans,Haute-Garonne,6256,,
31166,Empeaux,CA Le Muretain Agglo,Haute-Garonne,261,,
31167,Encausse-les-Thermes,CA Le Muretain Agglo,Haute-Garonne,708,,
31168,Eoux,CC Cagire Garonne Salat,Haute-Garonne,119,,
31169,Escalquens,CC Cœur et Coteaux du Comminges,Haute-Garonne,6813,,
31170,Escanecrabe,CA du Sicoval,Haute-Garonne,256,,
31171,Espanès,CC Cœur et Coteaux du Comminges,Haute-Garonne,329,,
31172,Esparron,CA du Sicoval,Haute-Garonne,59,,
31173,Esperce,CC Cœur et Coteaux du Comminges,Haute-Garonne,262,,
31174,Estadens,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,532,,
31175,Estancarbon,CC Cagire Garonne Salat,Haute-Garonne,616,,
31176,Esténos,CC Cœur et Coteaux du Comminges,Haute-Garonne,192,,
31177,Eup,CC Pyrénées Haut Garonnaises,Haute-Garonne,135,,
31178,Fabas,CC Pyrénées Haut Garonnaises,Haute-Garonne,204,,
31179,Le Faget,CC Cœur et Coteaux du Comminges,Haute-Garonne,349,,
31180,Falga,CC des Terres du Lauragais,Haute-Garonne,130,,
31181,Le Fauga,CC Lauragais Revel Sorezois,Haute-Garonne,2075,,
31182,Fenouillet,CA Le Muretain Agglo,Haute-Garonne,5219,,
31183,Figarol,Toulouse Métropole,Haute-Garonne,314,,
31184,Flourens,CC Cagire Garonne Salat,Haute-Garonne,2001,,
31185,Folcarde,Toulouse Métropole,Haute-Garonne,119,,
31186,Fonbeauzard,CC des Terres du Lauragais,Haute-Garonne,3003,,
31187,Fonsorbes,Toulouse Métropole,Haute-Garonne,12015,,
31188,Fontenilles,CA Le Muretain Agglo,Haute-Garonne,6059,,
31189,Forgues,CC de la Gascogne Toulousaine,Haute-Garonne,216,,
31190,Fos,CC Cœur de Garonne,Haute-Garonne,237,,
31191,Fougaron,CC Pyrénées Haut Garonnaises,Haute-Garonne,97,,
31192,Fourquevaux,CC Cagire Garonne Salat,Haute-Garonne,792,,
31193,Le Fousseret,CA du Sicoval,Haute-Garonne,1927,,
31194,Francarville,CC Cœur de Garonne,Haute-Garonne,176,,
31195,Francazal,CC des Terres du Lauragais,Haute-Garonne,29,,
31196,Francon,CC Cagire Garonne Salat,Haute-Garonne,246,,
31197,Franquevielle,CC Cœur de Garonne,Haute-Garonne,340,,
31198,Le Fréchet,CC Cœur et Coteaux du Comminges,Haute-Garonne,106,,
31199,Fronsac,CC Cagire Garonne Salat,Haute-Garonne,220,,
31200,Frontignan-de-Comminges,CC Pyrénées Haut Garonnaises,Haute-Garonne,81,,
31201,Frontignan-Savès,CC Pyrénées Haut Garonnaises,Haute-Garonne,70,,
31202,Fronton,CC Cœur et Coteaux du Comminges,Haute-Garonne,6222,,
31203,Frouzins,CC du Frontonnais,Haute-Garonne,9177,,
31204,Fustignac,CA Le Muretain Agglo,Haute-Garonne,83,,
31205,Gagnac-sur-Garonne,CC Cœur de Garonne,Haute-Garonne,3137,,
31206,Gaillac-Toulza,Toulouse Métropole,Haute-Garonne,1278,,
31207,Galié,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,88,,
31208,Ganties,CC Pyrénées Haut Garonnaises,Haute-Garonne,332,,
31209,Garac,CC Cagire Garonne Salat,Haute-Garonne,158,,
31210,Gardouch,CC des Hauts Tolosans,Haute-Garonne,1291,,
31211,Gargas,CC des Terres du Lauragais,Haute-Garonne,694,1,0.001440922
31212,Garidech,CC du Frontonnais,Haute-Garonne,1780,,
31213,Garin,CC des Coteaux du Girou,Haute-Garonne,148,,
31215,Gauré,CC Pyrénées Haut Garonnaises,Haute-Garonne,510,,
31216,Gémil,CC des Coteaux du Girou,Haute-Garonne,280,,
31217,Génos,CC des Coteaux du Girou,Haute-Garonne,71,,
31218,Gensac-de-Boulogne,CC Pyrénées Haut Garonnaises,Haute-Garonne,129,,
31219,Gensac-sur-Garonne,CC Cœur et Coteaux du Comminges,Haute-Garonne,445,,
31220,Gibel,CC du Volvestre,Haute-Garonne,367,,
31221,Gouaux-de-Larboust,CC des Terres du Lauragais,Haute-Garonne,67,,
31222,Gouaux-de-Luchon,CC Pyrénées Haut Garonnaises,Haute-Garonne,46,,
31223,Goudex,CC Pyrénées Haut Garonnaises,Haute-Garonne,48,,
31224,Gourdan-Polignan,CC Cœur et Coteaux du Comminges,Haute-Garonne,1389,,
31225,Goutevernisse,CC Pyrénées Haut Garonnaises,Haute-Garonne,190,,
31226,Gouzens,CC du Volvestre,Haute-Garonne,91,,
31227,Goyrans,CC du Volvestre,Haute-Garonne,879,,
31228,Gragnague,CA du Sicoval,Haute-Garonne,1856,1,0.000538793
31229,Gratens,CC des Coteaux du Girou,Haute-Garonne,702,,
31230,Gratentour,CC Cœur de Garonne,Haute-Garonne,4250,,
31231,Grazac,Toulouse Métropole,Haute-Garonne,595,,
31232,Grenade,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,8946,,
31233,Grépiac,CC des Hauts Tolosans,Haute-Garonne,1008,,
31234,Le Grès,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,441,,
31235,Guran,CC des Hauts Tolosans,Haute-Garonne,45,,
31236,Herran,CC Pyrénées Haut Garonnaises,Haute-Garonne,76,,
31237,His,CC Cagire Garonne Salat,Haute-Garonne,253,,
31238,Huos,CC Cagire Garonne Salat,Haute-Garonne,500,,
31239,L'Isle-en-Dodon,CC Pyrénées Haut Garonnaises,Haute-Garonne,,,
31240,Issus,CC Cœur et Coteaux du Comminges,Haute-Garonne,605,,
31241,Izaut-de-l'Hôtel,CA du Sicoval,Haute-Garonne,319,,
31242,Jurvielle,CC Cagire Garonne Salat,Haute-Garonne,22,,
31243,Juzes,CC Pyrénées Haut Garonnaises,Haute-Garonne,90,,
31244,Juzet-de-Luchon,CC Lauragais Revel Sorezois,Haute-Garonne,385,,
31245,Juzet-d'Izaut,CC Pyrénées Haut Garonnaises,Haute-Garonne,193,,
31246,Labarthe-Inard,CC Cagire Garonne Salat,Haute-Garonne,865,,
31247,Labarthe-Rivière,CC Cœur et Coteaux du Comminges,Haute-Garonne,1361,,
31248,Labarthe-sur-Lèze,CC Cœur et Coteaux du Comminges,Haute-Garonne,6279,1,0.000159261
31249,Labastide-Beauvoir,CA Le Muretain Agglo,Haute-Garonne,1298,,
31250,Labastide-Clermont,CA du Sicoval,Haute-Garonne,672,,
31251,Labastide-Paumès,CC Cœur de Garonne,Haute-Garonne,147,,
31252,Labastide-Saint-Sernin,CC Cœur et Coteaux du Comminges,Haute-Garonne,1930,,
31253,Labastidette,CC des Coteaux Bellevue,Haute-Garonne,2596,,
31254,Labège,CA Le Muretain Agglo,Haute-Garonne,4191,2,0.000477213
31255,Labroquère,CA du Sicoval,Haute-Garonne,339,,
31256,Labruyère-Dorsa,CC Pyrénées Haut Garonnaises,Haute-Garonne,290,,
31258,Lacaugne,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,223,,
31259,Lacroix-Falgarde,CC du Volvestre,Haute-Garonne,2116,,
31260,Laffite-Toupière,CA du Sicoval,Haute-Garonne,104,,
31261,Lafitte-Vigordane,CC Cagire Garonne Salat,Haute-Garonne,1206,,
32176,Lagarde,CC du Volvestre,Haute-Garonne,124,,
31263,Lagardelle-sur-Lèze,CC des Terres du Lauragais,Haute-Garonne,3090,,
31264,Lagrâce-Dieu,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,578,,
31265,Lagraulet-Saint-Nicolas,CC Bassin Auterivain Haut-Garonnais,Haute-Garonne,255,,
31266,Lahage,CC des Hauts Tolosans,Haute-Garonne,209,,
31267,Lahitère,CC Cœur de Garonne,Haute-Garonne,60,,
31268,Lalouret-Laffiteau,CC du Volvestre,Haute-Garonne,137,,
31269,Lamasquère,CC Cœur et Coteaux du Comminges,Haute-Garonne,1476,,
31270,Landorthe,CA Le Muretain Agglo,Haute-Garonne,1024,,
